year_month	county	hd	sd	cd	party	count
10/1/2013	MULTNOMAH	47	24	3	Democrat	14116
10/1/2013	MULTNOMAH	47	24	3	Independent Party	1081
10/1/2013	MULTNOMAH	47	24	3	NAV+	8909
10/1/2013	MULTNOMAH	47	24	3	Republican	6298
10/1/2013	MULTNOMAH	48	24	3	Democrat	6174
10/1/2013	MULTNOMAH	48	24	3	Independent Party	514
10/1/2013	MULTNOMAH	48	24	3	NAV+	4914
10/1/2013	MULTNOMAH	48	24	3	Republican	2193
10/1/2013	MULTNOMAH	48	24	5	Democrat	543
10/1/2013	MULTNOMAH	48	24	5	Independent Party	64
10/1/2013	MULTNOMAH	48	24	5	NAV+	408
10/1/2013	MULTNOMAH	48	24	5	Republican	397
10/1/2013	MULTNOMAH	49	25	3	Democrat	12083
10/1/2013	MULTNOMAH	49	25	3	Independent Party	1377
10/1/2013	MULTNOMAH	49	25	3	NAV+	8589
10/1/2013	MULTNOMAH	49	25	3	Republican	8021
10/1/2013	MULTNOMAH	50	25	3	Democrat	12087
10/1/2013	MULTNOMAH	50	25	3	Independent Party	1263
10/1/2013	MULTNOMAH	50	25	3	NAV+	8487
10/1/2013	MULTNOMAH	50	25	3	Republican	8892
10/1/2013	MULTNOMAH	51	26	3	Democrat	6192
10/1/2013	MULTNOMAH	51	26	3	Independent Party	554
10/1/2013	MULTNOMAH	51	26	3	NAV+	4507
10/1/2013	MULTNOMAH	51	26	3	Republican	3498
10/1/2013	MULTNOMAH	52	26	3	Democrat	2774
10/1/2013	MULTNOMAH	52	26	3	Independent Party	334
10/1/2013	MULTNOMAH	52	26	3	NAV+	1914
10/1/2013	MULTNOMAH	52	26	3	Republican	2849
10/1/2013	POLK	10	5	5	Democrat	555
10/1/2013	POLK	10	5	5	Independent Party	75
10/1/2013	POLK	10	5	5	NAV+	473
10/1/2013	POLK	10	5	5	Republican	402
10/1/2013	POLK	20	10	5	Democrat	8493
10/1/2013	POLK	20	10	5	Independent Party	1160
10/1/2013	POLK	20	10	5	NAV+	5541
10/1/2013	POLK	20	10	5	Republican	8498
10/1/2013	POLK	23	12	5	Democrat	5634
10/1/2013	POLK	23	12	5	Independent Party	731
10/1/2013	POLK	23	12	5	NAV+	3952
10/1/2013	POLK	23	12	5	Republican	7714
10/1/2013	SHERMAN	57	29	2	Democrat	334
10/1/2013	SHERMAN	57	29	2	Independent Party	33
10/1/2013	SHERMAN	57	29	2	NAV+	243
10/1/2013	SHERMAN	57	29	2	Republican	597
10/1/2013	TILLAMOOK	10	5	5	Democrat	1915
10/1/2013	TILLAMOOK	10	5	5	Independent Party	219
10/1/2013	TILLAMOOK	10	5	5	NAV+	1103
10/1/2013	TILLAMOOK	10	5	5	Republican	1715
10/1/2013	TILLAMOOK	32	16	5	Democrat	3851
10/1/2013	TILLAMOOK	32	16	5	Independent Party	380
10/1/2013	TILLAMOOK	32	16	5	NAV+	2321
10/1/2013	TILLAMOOK	32	16	5	Republican	3040
10/1/2013	UMATILLA	57	29	2	Democrat	4590
10/1/2013	UMATILLA	57	29	2	Independent Party	754
10/1/2013	UMATILLA	57	29	2	NAV+	5345
10/1/2013	UMATILLA	57	29	2	Republican	6696
10/1/2013	UMATILLA	58	29	2	Democrat	4196
10/1/2013	UMATILLA	58	29	2	Independent Party	734
10/1/2013	UMATILLA	58	29	2	NAV+	3989
10/1/2013	UMATILLA	58	29	2	Republican	6551
10/1/2013	UNION	58	29	2	Democrat	3880
10/1/2013	UNION	58	29	2	Independent Party	667
10/1/2013	UNION	58	29	2	NAV+	3144
10/1/2013	UNION	58	29	2	Republican	6746
10/1/2013	WALLOWA	58	29	2	Democrat	1225
10/1/2013	WALLOWA	58	29	2	Independent Party	152
10/1/2013	WALLOWA	58	29	2	NAV+	858
10/1/2013	WALLOWA	58	29	2	Republican	2418
10/1/2013	WASCO	57	29	2	Democrat	349
10/1/2013	WASCO	57	29	2	Independent Party	55
10/1/2013	WASCO	57	29	2	NAV+	337
10/1/2013	WASCO	57	29	2	Republican	624
10/1/2013	WASCO	59	30	2	Democrat	4605
10/1/2013	WASCO	59	30	2	Independent Party	504
10/1/2013	WASCO	59	30	2	NAV+	3205
10/1/2013	WASCO	59	30	2	Republican	3812
10/1/2013	WASHINGTON	24	12	1	Democrat	2480
10/1/2013	WASHINGTON	24	12	1	Independent Party	324
10/1/2013	WASHINGTON	24	12	1	NAV+	1930
10/1/2013	WASHINGTON	24	12	1	Republican	2635
10/1/2013	WASHINGTON	25	13	1	Democrat	1
10/1/2013	WASHINGTON	26	13	1	Democrat	9405
10/1/2013	WASHINGTON	26	13	1	Independent Party	1230
10/1/2013	WASHINGTON	26	13	1	NAV+	6616
10/1/2013	WASHINGTON	26	13	1	Republican	10327
10/1/2013	WASHINGTON	27	14	1	Democrat	15787
10/1/2013	WASHINGTON	27	14	1	Independent Party	1571
10/1/2013	WASHINGTON	27	14	1	NAV+	9064
10/1/2013	WASHINGTON	27	14	1	Republican	9928
10/1/2013	WASHINGTON	28	14	1	Democrat	13476
10/1/2013	WASHINGTON	28	14	1	Independent Party	1402
10/1/2013	WASHINGTON	28	14	1	NAV+	9575
10/1/2013	WASHINGTON	28	14	1	Republican	9088
10/1/2013	WASHINGTON	29	15	1	Democrat	10544
10/1/2013	WASHINGTON	29	15	1	Independent Party	1122
10/1/2013	WASHINGTON	29	15	1	NAV+	8229
10/1/2013	WASHINGTON	29	15	1	Republican	8349
10/1/2013	WASHINGTON	30	15	1	Democrat	12112
10/1/2013	WASHINGTON	30	15	1	Independent Party	1436
10/1/2013	WASHINGTON	30	15	1	NAV+	9935
10/1/2013	WASHINGTON	30	15	1	Republican	9861
10/1/2013	WASHINGTON	31	16	1	Democrat	1844
10/1/2013	WASHINGTON	31	16	1	Independent Party	210
10/1/2013	WASHINGTON	31	16	1	NAV+	1544
10/1/2013	WASHINGTON	31	16	1	Republican	1799
10/1/2013	WASHINGTON	32	16	1	Democrat	2032
10/1/2013	WASHINGTON	32	16	1	Independent Party	246
10/1/2013	WASHINGTON	32	16	1	NAV+	1608
10/1/2013	WASHINGTON	32	16	1	Republican	2385
10/1/2013	WASHINGTON	33	17	1	Democrat	10461
10/1/2013	WASHINGTON	33	17	1	Independent Party	1142
10/1/2013	WASHINGTON	33	17	1	NAV+	7595
10/1/2013	WASHINGTON	33	17	1	Republican	7978
10/1/2013	WASHINGTON	34	17	1	Democrat	14511
10/1/2013	WASHINGTON	34	17	1	Independent Party	1468
10/1/2013	WASHINGTON	34	17	1	NAV+	9579
10/1/2013	WASHINGTON	34	17	1	Republican	8635
10/1/2013	WASHINGTON	35	18	1	Democrat	13230
10/1/2013	WASHINGTON	35	18	1	Independent Party	1403
10/1/2013	WASHINGTON	35	18	1	NAV+	8062
10/1/2013	WASHINGTON	35	18	1	Republican	9705
10/1/2013	WASHINGTON	37	19	1	Democrat	5244
10/1/2013	WASHINGTON	37	19	1	Independent Party	676
10/1/2013	WASHINGTON	37	19	1	NAV+	3577
10/1/2013	WASHINGTON	37	19	1	Republican	4951
10/1/2013	WASHINGTON	38	19	1	NAV+	0
10/1/2013	WHEELER	59	30	2	Democrat	269
10/1/2013	WHEELER	59	30	2	Independent Party	38
10/1/2013	WHEELER	59	30	2	NAV+	214
10/1/2013	WHEELER	59	30	2	Republican	426
10/1/2013	YAMHILL	10	5	1	Democrat	957
10/1/2013	YAMHILL	10	5	1	Independent Party	154
10/1/2013	YAMHILL	10	5	1	NAV+	863
10/1/2013	YAMHILL	10	5	1	Republican	1089
10/1/2013	YAMHILL	23	12	1	Democrat	2538
10/1/2013	YAMHILL	23	12	1	Independent Party	340
10/1/2013	YAMHILL	23	12	1	NAV+	1897
10/1/2013	YAMHILL	23	12	1	Republican	3155
10/1/2013	YAMHILL	24	12	1	Democrat	9493
10/1/2013	YAMHILL	24	12	1	Independent Party	1293
10/1/2013	YAMHILL	24	12	1	NAV+	7008
10/1/2013	YAMHILL	24	12	1	Republican	10100
10/1/2013	YAMHILL	25	13	1	Democrat	3916
10/1/2013	YAMHILL	25	13	1	Independent Party	730
10/1/2013	YAMHILL	25	13	1	NAV+	3324
10/1/2013	YAMHILL	25	13	1	Republican	5451
10/1/2013	YAMHILL	32	16	1	Republican	1
11/1/2013	BAKER	60	30	2	Democrat	2499
11/1/2013	BAKER	60	30	2	Independent Party	515
11/1/2013	BAKER	60	30	2	NAV+	2344
11/1/2013	BAKER	60	30	2	Republican	4652
11/1/2013	BENTON	15	8	4	Democrat	253
11/1/2013	BENTON	15	8	4	Independent Party	34
11/1/2013	BENTON	15	8	4	NAV+	175
11/1/2013	BENTON	15	8	4	Republican	228
11/1/2013	BENTON	15	8	5	Democrat	2016
11/1/2013	BENTON	15	8	5	Independent Party	246
11/1/2013	BENTON	15	8	5	NAV+	1299
11/1/2013	BENTON	15	8	5	Republican	2663
11/1/2013	BENTON	16	8	4	Democrat	15499
11/1/2013	BENTON	16	8	4	Independent Party	1410
11/1/2013	BENTON	16	8	4	NAV+	8916
11/1/2013	BENTON	16	8	4	Republican	7631
11/1/2013	BENTON	23	12	4	Democrat	2913
11/1/2013	BENTON	23	12	4	Independent Party	300
11/1/2013	BENTON	23	12	4	NAV+	1771
11/1/2013	BENTON	23	12	4	Republican	2507
11/1/2013	BENTON	23	12	5	Democrat	336
11/1/2013	BENTON	23	12	5	Independent Party	40
11/1/2013	BENTON	23	12	5	NAV+	254
11/1/2013	BENTON	23	12	5	Republican	337
11/1/2013	CLACKAMAS	18	9	3	Democrat	766
11/1/2013	CLACKAMAS	18	9	3	Independent Party	93
11/1/2013	CLACKAMAS	18	9	3	NAV+	656
11/1/2013	CLACKAMAS	18	9	3	Republican	906
11/1/2013	CLACKAMAS	18	9	5	Democrat	3470
11/1/2013	CLACKAMAS	18	9	5	Independent Party	504
11/1/2013	CLACKAMAS	18	9	5	NAV+	3058
11/1/2013	CLACKAMAS	18	9	5	Republican	5290
11/1/2013	CLACKAMAS	26	13	5	Democrat	3168
11/1/2013	CLACKAMAS	26	13	5	Independent Party	531
11/1/2013	CLACKAMAS	26	13	5	NAV+	2425
11/1/2013	CLACKAMAS	26	13	5	Republican	3568
11/1/2013	CLACKAMAS	35	18	5	Democrat	183
11/1/2013	CLACKAMAS	35	18	5	Independent Party	14
11/1/2013	CLACKAMAS	35	18	5	NAV+	127
11/1/2013	CLACKAMAS	35	18	5	Republican	165
11/1/2013	CLACKAMAS	37	19	5	Democrat	9546
11/1/2013	CLACKAMAS	37	19	5	Independent Party	1095
11/1/2013	CLACKAMAS	37	19	5	NAV+	5560
11/1/2013	CLACKAMAS	37	19	5	Republican	9179
11/1/2013	CLACKAMAS	38	19	5	Democrat	10129
11/1/2013	CLACKAMAS	38	19	5	Independent Party	1132
11/1/2013	CLACKAMAS	38	19	5	NAV+	5170
11/1/2013	CLACKAMAS	38	19	5	Republican	8039
11/1/2013	CLACKAMAS	39	20	3	Democrat	8201
11/1/2013	CLACKAMAS	39	20	3	Independent Party	964
11/1/2013	CLACKAMAS	39	20	3	NAV+	5950
11/1/2013	CLACKAMAS	39	20	3	Republican	8825
11/1/2013	CLACKAMAS	39	20	5	Democrat	5310
11/1/2013	CLACKAMAS	39	20	5	Independent Party	734
11/1/2013	CLACKAMAS	39	20	5	NAV+	3312
11/1/2013	CLACKAMAS	39	20	5	Republican	6963
11/1/2013	CLACKAMAS	40	20	3	Democrat	5
11/1/2013	CLACKAMAS	40	20	3	Independent Party	1
11/1/2013	CLACKAMAS	40	20	3	NAV+	6
11/1/2013	CLACKAMAS	40	20	3	Republican	13
11/1/2013	CLACKAMAS	40	20	5	Democrat	15020
11/1/2013	CLACKAMAS	40	20	5	Independent Party	1702
11/1/2013	CLACKAMAS	40	20	5	NAV+	9690
11/1/2013	CLACKAMAS	40	20	5	Republican	11862
11/1/2013	CLACKAMAS	41	21	5	Democrat	11198
11/1/2013	CLACKAMAS	41	21	5	Independent Party	1085
11/1/2013	CLACKAMAS	41	21	5	NAV+	6353
11/1/2013	CLACKAMAS	41	21	5	Republican	5986
11/1/2013	CLACKAMAS	48	24	3	Democrat	132
11/1/2013	CLACKAMAS	48	24	3	Independent Party	17
11/1/2013	CLACKAMAS	48	24	3	NAV+	82
11/1/2013	CLACKAMAS	48	24	3	Republican	213
11/1/2013	CLACKAMAS	48	24	5	Democrat	6178
11/1/2013	CLACKAMAS	48	24	5	Independent Party	722
11/1/2013	CLACKAMAS	48	24	5	NAV+	4105
11/1/2013	CLACKAMAS	48	24	5	Republican	4683
11/1/2013	CLACKAMAS	51	26	3	Democrat	4236
11/1/2013	CLACKAMAS	51	26	3	Independent Party	514
11/1/2013	CLACKAMAS	51	26	3	NAV+	3180
11/1/2013	CLACKAMAS	51	26	3	Republican	4651
11/1/2013	CLACKAMAS	51	26	5	Democrat	2220
11/1/2013	CLACKAMAS	51	26	5	Independent Party	290
11/1/2013	CLACKAMAS	51	26	5	NAV+	1714
11/1/2013	CLACKAMAS	51	26	5	Republican	2066
11/1/2013	CLACKAMAS	52	26	3	Democrat	5994
11/1/2013	CLACKAMAS	52	26	3	Independent Party	819
11/1/2013	CLACKAMAS	52	26	3	NAV+	4857
11/1/2013	CLACKAMAS	52	26	3	Republican	6035
11/1/2013	CLACKAMAS	59	30	5	NAV+	0
11/1/2013	CLATSOP	32	16	1	Democrat	8591
11/1/2013	CLATSOP	32	16	1	Independent Party	921
11/1/2013	CLATSOP	32	16	1	NAV+	5615
11/1/2013	CLATSOP	32	16	1	Republican	6118
11/1/2013	COLUMBIA	31	16	1	Democrat	11557
11/1/2013	COLUMBIA	31	16	1	Independent Party	1165
11/1/2013	COLUMBIA	31	16	1	NAV+	7337
11/1/2013	COLUMBIA	31	16	1	Republican	8508
11/1/2013	COOS	1	1	4	Democrat	4956
11/1/2013	COOS	1	1	4	Independent Party	638
11/1/2013	COOS	1	1	4	NAV+	3298
11/1/2013	COOS	1	1	4	Republican	5433
11/1/2013	COOS	9	5	4	Democrat	7709
11/1/2013	COOS	9	5	4	Independent Party	939
11/1/2013	COOS	9	5	4	NAV+	4764
11/1/2013	COOS	9	5	4	Republican	6539
11/1/2013	CROOK	55	28	2	Democrat	3298
11/1/2013	CROOK	55	28	2	Independent Party	652
11/1/2013	CROOK	55	28	2	NAV+	2861
11/1/2013	CROOK	55	28	2	Republican	5599
11/1/2013	CURRY	1	1	4	Democrat	4105
11/1/2013	CURRY	1	1	4	Independent Party	836
11/1/2013	CURRY	1	1	4	NAV+	3005
11/1/2013	CURRY	1	1	4	Republican	5380
11/1/2013	DESCHUTES	53	27	2	Democrat	11403
11/1/2013	DESCHUTES	53	27	2	Independent Party	2335
11/1/2013	DESCHUTES	53	27	2	NAV+	9480
11/1/2013	DESCHUTES	53	27	2	Republican	15784
11/1/2013	DESCHUTES	54	27	2	Democrat	13951
11/1/2013	DESCHUTES	54	27	2	Independent Party	2573
11/1/2013	DESCHUTES	54	27	2	NAV+	10576
11/1/2013	DESCHUTES	54	27	2	Republican	11914
11/1/2013	DESCHUTES	55	28	2	Democrat	2139
11/1/2013	DESCHUTES	55	28	2	Independent Party	463
11/1/2013	DESCHUTES	55	28	2	NAV+	1814
11/1/2013	DESCHUTES	55	28	2	Republican	2922
11/1/2013	DESCHUTES	59	30	2	Democrat	3426
11/1/2013	DESCHUTES	59	30	2	Independent Party	730
11/1/2013	DESCHUTES	59	30	2	NAV+	2533
11/1/2013	DESCHUTES	59	30	2	Republican	5582
11/1/2013	DOUGLAS	1	1	4	Democrat	2500
11/1/2013	DOUGLAS	1	1	4	Independent Party	404
11/1/2013	DOUGLAS	1	1	4	NAV+	1772
11/1/2013	DOUGLAS	1	1	4	Republican	4783
11/1/2013	DOUGLAS	2	1	4	Democrat	8848
11/1/2013	DOUGLAS	2	1	4	Independent Party	1411
11/1/2013	DOUGLAS	2	1	4	NAV+	6653
11/1/2013	DOUGLAS	2	1	4	Republican	12515
11/1/2013	DOUGLAS	7	4	4	Democrat	5226
11/1/2013	DOUGLAS	7	4	4	Independent Party	957
11/1/2013	DOUGLAS	7	4	4	NAV+	4157
11/1/2013	DOUGLAS	7	4	4	Republican	8328
11/1/2013	DOUGLAS	9	5	4	Democrat	1159
11/1/2013	DOUGLAS	9	5	4	Independent Party	153
11/1/2013	DOUGLAS	9	5	4	NAV+	669
11/1/2013	DOUGLAS	9	5	4	Republican	1136
11/1/2013	GILLIAM	57	29	2	Democrat	339
11/1/2013	GILLIAM	57	29	2	Independent Party	58
11/1/2013	GILLIAM	57	29	2	NAV+	271
11/1/2013	GILLIAM	57	29	2	Republican	559
11/1/2013	GRANT	60	30	2	Democrat	1045
11/1/2013	GRANT	60	30	2	Independent Party	187
11/1/2013	GRANT	60	30	2	NAV+	895
11/1/2013	GRANT	60	30	2	Republican	2273
11/1/2013	HARNEY	60	30	2	Democrat	950
11/1/2013	HARNEY	60	30	2	Independent Party	174
11/1/2013	HARNEY	60	30	2	NAV+	874
11/1/2013	HARNEY	60	30	2	Republican	2241
11/1/2013	HOOD RIVER	52	26	2	Democrat	4857
11/1/2013	HOOD RIVER	52	26	2	Independent Party	513
11/1/2013	HOOD RIVER	52	26	2	NAV+	3301
11/1/2013	HOOD RIVER	52	26	2	Republican	3027
11/1/2013	JACKSON	2	1	2	Democrat	243
11/1/2013	JACKSON	2	1	2	Independent Party	64
11/1/2013	JACKSON	2	1	2	NAV+	231
11/1/2013	JACKSON	2	1	2	Republican	398
11/1/2013	JACKSON	4	2	2	Democrat	7732
11/1/2013	JACKSON	4	2	2	Independent Party	1810
11/1/2013	JACKSON	4	2	2	NAV+	7597
11/1/2013	JACKSON	4	2	2	Republican	13959
11/1/2013	JACKSON	5	3	2	Democrat	18248
11/1/2013	JACKSON	5	3	2	Independent Party	2078
11/1/2013	JACKSON	5	3	2	NAV+	10058
11/1/2013	JACKSON	5	3	2	Republican	11512
11/1/2013	JACKSON	6	3	2	Democrat	10219
11/1/2013	JACKSON	6	3	2	Independent Party	1953
11/1/2013	JACKSON	6	3	2	NAV+	8410
11/1/2013	JACKSON	6	3	2	Republican	13209
11/1/2013	JACKSON	55	28	2	Democrat	3018
11/1/2013	JACKSON	55	28	2	Independent Party	662
11/1/2013	JACKSON	55	28	2	NAV+	2990
11/1/2013	JACKSON	55	28	2	Republican	5546
11/1/2013	JEFFERSON	59	30	2	Democrat	3074
11/1/2013	JEFFERSON	59	30	2	Independent Party	567
11/1/2013	JEFFERSON	59	30	2	NAV+	2327
11/1/2013	JEFFERSON	59	30	2	Republican	3921
11/1/2013	JOSEPHINE	1	1	4	Democrat	672
11/1/2013	JOSEPHINE	1	1	4	Independent Party	131
11/1/2013	JOSEPHINE	1	1	4	NAV+	738
11/1/2013	JOSEPHINE	1	1	4	Republican	990
11/1/2013	JOSEPHINE	2	1	4	Democrat	857
11/1/2013	JOSEPHINE	2	1	4	Independent Party	210
11/1/2013	JOSEPHINE	2	1	4	NAV+	876
11/1/2013	JOSEPHINE	2	1	4	Republican	1517
11/1/2013	JOSEPHINE	3	2	2	Democrat	7079
11/1/2013	JOSEPHINE	3	2	2	Independent Party	1441
11/1/2013	JOSEPHINE	3	2	2	NAV+	6383
11/1/2013	JOSEPHINE	3	2	2	Republican	10963
11/1/2013	JOSEPHINE	3	2	4	Democrat	3802
11/1/2013	JOSEPHINE	3	2	4	Independent Party	656
11/1/2013	JOSEPHINE	3	2	4	NAV+	3566
11/1/2013	JOSEPHINE	3	2	4	Republican	4830
11/1/2013	JOSEPHINE	4	2	2	Democrat	1420
11/1/2013	JOSEPHINE	4	2	2	Independent Party	281
11/1/2013	JOSEPHINE	4	2	2	NAV+	1243
11/1/2013	JOSEPHINE	4	2	2	Republican	2568
11/1/2013	JOSEPHINE	4	2	4	Democrat	107
11/1/2013	JOSEPHINE	4	2	4	Independent Party	20
11/1/2013	JOSEPHINE	4	2	4	NAV+	109
11/1/2013	JOSEPHINE	4	2	4	Republican	188
11/1/2013	KLAMATH	5	3	2	NAV+	0
11/1/2013	KLAMATH	55	28	2	Democrat	1215
11/1/2013	KLAMATH	55	28	2	Independent Party	264
11/1/2013	KLAMATH	55	28	2	NAV+	974
11/1/2013	KLAMATH	55	28	2	Republican	1862
11/1/2013	KLAMATH	56	28	2	Democrat	7210
11/1/2013	KLAMATH	56	28	2	Independent Party	1465
11/1/2013	KLAMATH	56	28	2	NAV+	6411
11/1/2013	KLAMATH	56	28	2	Republican	14467
11/1/2013	LAKE	55	28	2	Democrat	286
11/1/2013	LAKE	55	28	2	Independent Party	81
11/1/2013	LAKE	55	28	2	NAV+	275
11/1/2013	LAKE	55	28	2	Republican	671
11/1/2013	LAKE	56	28	2	Democrat	514
11/1/2013	LAKE	56	28	2	Independent Party	108
11/1/2013	LAKE	56	28	2	NAV+	409
11/1/2013	LAKE	56	28	2	Republican	1325
11/1/2013	LAKE	60	30	2	Democrat	69
11/1/2013	LAKE	60	30	2	Independent Party	20
11/1/2013	LAKE	60	30	2	NAV+	42
11/1/2013	LAKE	60	30	2	Republican	255
11/1/2013	LANE	7	4	4	Democrat	6521
11/1/2013	LANE	7	4	4	Independent Party	816
11/1/2013	LANE	7	4	4	NAV+	4295
11/1/2013	LANE	7	4	4	Republican	6206
11/1/2013	LANE	8	4	4	Democrat	20516
11/1/2013	LANE	8	4	4	Independent Party	1686
11/1/2013	LANE	8	4	4	NAV+	10100
11/1/2013	LANE	8	4	4	Republican	8875
11/1/2013	LANE	9	5	4	Democrat	4434
11/1/2013	LANE	9	5	4	Independent Party	617
11/1/2013	LANE	9	5	4	NAV+	2431
11/1/2013	LANE	9	5	4	Republican	3848
11/1/2013	LANE	11	6	4	Democrat	13156
11/1/2013	LANE	11	6	4	Independent Party	1370
11/1/2013	LANE	11	6	4	NAV+	7094
11/1/2013	LANE	11	6	4	Republican	7655
11/1/2013	LANE	12	6	4	Democrat	12752
11/1/2013	LANE	12	6	4	Independent Party	1504
11/1/2013	LANE	12	6	4	NAV+	8615
11/1/2013	LANE	12	6	4	Republican	8747
11/1/2013	LANE	13	7	4	Democrat	16754
11/1/2013	LANE	13	7	4	Independent Party	1830
11/1/2013	LANE	13	7	4	NAV+	9600
11/1/2013	LANE	13	7	4	Republican	9946
11/1/2013	LANE	14	7	4	Democrat	14604
11/1/2013	LANE	14	7	4	Independent Party	1712
11/1/2013	LANE	14	7	4	NAV+	9361
11/1/2013	LANE	14	7	4	Republican	10706
11/1/2013	LINCOLN	9	5	5	Democrat	289
11/1/2013	LINCOLN	9	5	5	Independent Party	20
11/1/2013	LINCOLN	9	5	5	NAV+	102
11/1/2013	LINCOLN	9	5	5	Republican	131
11/1/2013	LINCOLN	10	5	5	Democrat	11039
11/1/2013	LINCOLN	10	5	5	Independent Party	1430
11/1/2013	LINCOLN	10	5	5	NAV+	7056
11/1/2013	LINCOLN	10	5	5	Republican	7094
11/1/2013	LINN	11	6	4	Democrat	2412
11/1/2013	LINN	11	6	4	Independent Party	453
11/1/2013	LINN	11	6	4	NAV+	1943
11/1/2013	LINN	11	6	4	Republican	3907
11/1/2013	LINN	15	8	4	Democrat	9669
11/1/2013	LINN	15	8	4	Independent Party	1463
11/1/2013	LINN	15	8	4	NAV+	7375
11/1/2013	LINN	15	8	4	Republican	10407
11/1/2013	LINN	17	9	4	Democrat	8083
11/1/2013	LINN	17	9	4	Independent Party	1417
11/1/2013	LINN	17	9	4	NAV+	6806
11/1/2013	LINN	17	9	4	Republican	10212
11/1/2013	MALHEUR	60	30	2	Democrat	2718
11/1/2013	MALHEUR	60	30	2	Independent Party	416
11/1/2013	MALHEUR	60	30	2	NAV+	3070
11/1/2013	MALHEUR	60	30	2	Republican	6107
11/1/2013	MARION	17	9	5	Democrat	2696
11/1/2013	MARION	17	9	5	Independent Party	395
11/1/2013	MARION	17	9	5	NAV+	2034
11/1/2013	MARION	17	9	5	Republican	4116
11/1/2013	MARION	18	9	5	Democrat	6149
11/1/2013	MARION	18	9	5	Independent Party	855
11/1/2013	MARION	18	9	5	NAV+	4238
11/1/2013	MARION	18	9	5	Republican	8173
11/1/2013	MARION	19	10	5	Democrat	11695
11/1/2013	MARION	19	10	5	Independent Party	1571
11/1/2013	MARION	19	10	5	NAV+	8079
11/1/2013	MARION	19	10	5	Republican	13587
11/1/2013	MARION	20	10	5	Democrat	4798
11/1/2013	MARION	20	10	5	Independent Party	513
11/1/2013	MARION	20	10	5	NAV+	2765
11/1/2013	MARION	20	10	5	Republican	4715
11/1/2013	MARION	21	11	5	Democrat	11339
11/1/2013	MARION	21	11	5	Independent Party	1237
11/1/2013	MARION	21	11	5	NAV+	7452
11/1/2013	MARION	21	11	5	Republican	7628
11/1/2013	MARION	22	11	5	Democrat	7987
11/1/2013	MARION	22	11	5	Independent Party	901
11/1/2013	MARION	22	11	5	NAV+	5858
11/1/2013	MARION	22	11	5	Republican	5849
11/1/2013	MARION	23	12	5	Democrat	1518
11/1/2013	MARION	23	12	5	Independent Party	248
11/1/2013	MARION	23	12	5	NAV+	1225
11/1/2013	MARION	23	12	5	Republican	2433
11/1/2013	MARION	25	13	5	Democrat	6824
11/1/2013	MARION	25	13	5	Independent Party	910
11/1/2013	MARION	25	13	5	NAV+	4831
11/1/2013	MARION	25	13	5	Republican	8358
11/1/2013	MARION	39	20	5	Democrat	8
11/1/2013	MARION	39	20	5	Independent Party	5
11/1/2013	MARION	39	20	5	NAV+	8
11/1/2013	MARION	39	20	5	Republican	19
11/1/2013	MARION	59	30	5	NAV+	0
11/1/2013	MORROW	57	29	2	Democrat	1357
11/1/2013	MORROW	57	29	2	Independent Party	252
11/1/2013	MORROW	57	29	2	NAV+	1310
11/1/2013	MORROW	57	29	2	Republican	1994
11/1/2013	MULTNOMAH	27	14	1	Democrat	38
11/1/2013	MULTNOMAH	27	14	1	Independent Party	2
11/1/2013	MULTNOMAH	27	14	1	NAV+	6
11/1/2013	MULTNOMAH	27	14	1	Republican	14
11/1/2013	MULTNOMAH	27	14	3	Democrat	728
11/1/2013	MULTNOMAH	27	14	3	Independent Party	45
11/1/2013	MULTNOMAH	27	14	3	NAV+	258
11/1/2013	MULTNOMAH	27	14	3	Republican	438
11/1/2013	MULTNOMAH	31	16	1	Democrat	1869
11/1/2013	MULTNOMAH	31	16	1	Independent Party	131
11/1/2013	MULTNOMAH	31	16	1	NAV+	1022
11/1/2013	MULTNOMAH	31	16	1	Republican	978
11/1/2013	MULTNOMAH	33	17	1	Democrat	7330
11/1/2013	MULTNOMAH	33	17	1	Independent Party	621
11/1/2013	MULTNOMAH	33	17	1	NAV+	3685
11/1/2013	MULTNOMAH	33	17	1	Republican	1887
11/1/2013	MULTNOMAH	35	18	1	Democrat	2259
11/1/2013	MULTNOMAH	35	18	1	Independent Party	162
11/1/2013	MULTNOMAH	35	18	1	NAV+	961
11/1/2013	MULTNOMAH	35	18	1	Republican	762
11/1/2013	MULTNOMAH	35	18	3	Democrat	445
11/1/2013	MULTNOMAH	35	18	3	Independent Party	23
11/1/2013	MULTNOMAH	35	18	3	NAV+	177
11/1/2013	MULTNOMAH	35	18	3	Republican	104
11/1/2013	MULTNOMAH	35	18	5	Democrat	463
11/1/2013	MULTNOMAH	35	18	5	Independent Party	42
11/1/2013	MULTNOMAH	35	18	5	NAV+	215
11/1/2013	MULTNOMAH	35	18	5	Republican	214
11/1/2013	MULTNOMAH	36	18	1	Democrat	8255
11/1/2013	MULTNOMAH	36	18	1	Independent Party	558
11/1/2013	MULTNOMAH	36	18	1	NAV+	3756
11/1/2013	MULTNOMAH	36	18	1	Republican	2030
11/1/2013	MULTNOMAH	36	18	3	Democrat	14996
11/1/2013	MULTNOMAH	36	18	3	Independent Party	1333
11/1/2013	MULTNOMAH	36	18	3	NAV+	8340
11/1/2013	MULTNOMAH	36	18	3	Republican	3831
